,scenario,bus_idx,phase,installed_kW,violation
60,EV_bus_7_iter_10,7,A,1.653608254437366,Overvoltage
61,EV_bus_7_iter_11,7,C,1.4417733942963755,Overvoltage
62,EV_bus_7_iter_12,7,B,1.1623149916543971,Overvoltage
63,EV_bus_7_iter_13,7,A,2.690364252357716,Overvoltage
64,EV_bus_7_iter_14,7,C,2.5256977397034275,Overvoltage
65,EV_bus_7_iter_15,7,A,2.3445030278561325,Overvoltage
66,EV_bus_7_iter_16,7,A,3.0612050645790534,Overvoltage
67,EV_bus_7_iter_17,7,C,1.8995294220560948,Overvoltage
68,EV_bus_7_iter_18,7,A,4.406070624706032,Overvoltage
69,EV_bus_7_iter_19,7,C,2.2415631212783618,Overvoltage
70,EV_bus_7_iter_20,7,C,2.976865479183584,Overvoltage
71,EV_bus_7_iter_21,7,A,2.6395318340098557,Overvoltage
72,EV_bus_7_iter_22,7,C,3.2617712651176136,Overvoltage
73,EV_bus_7_iter_23,7,B,3.439764559280279,Overvoltage
74,EV_bus_7_iter_24,7,C,4.403570015271588,Overvoltage
75,EV_bus_7_iter_25,7,C,2.0644537314575957,Overvoltage
76,EV_bus_7_iter_26,7,A,2.6008489430553303,Overvoltage
77,EV_bus_7_iter_27,7,A,4.561865992263144,Overvoltage
78,EV_bus_7_iter_28,7,C,1.8209124307393543,Overvoltage
79,EV_bus_7_iter_29,7,B,4.393525512916815,Overvoltage
80,EV_bus_7_iter_30,7,B,3.437788398997367,Overvoltage
81,EV_bus_7_iter_31,7,B,1.9384196128814808,Overvoltage
82,EV_bus_7_iter_32,7,B,2.8748153714605382,Overvoltage
83,EV_bus_7_iter_33,7,A,2.095595258448006,Overvoltage
84,EV_bus_7_iter_34,7,C,4.457186004206937,Overvoltage
85,EV_bus_7_iter_35,7,A,2.0088165716292044,Overvoltage
86,EV_bus_7_iter_36,7,C,2.2629522748245465,Overvoltage
87,EV_bus_7_iter_37,7,C,1.158050310185736,Overvoltage
88,EV_bus_7_iter_38,7,B,3.6224273481362688,Overvoltage
89,EV_bus_7_iter_39,7,C,4.625803392537778,Overvoltage
90,EV_bus_7_iter_40,7,C,3.541886354094918,Overvoltage
91,EV_bus_7_iter_41,7,A,4.194550353086388,Overvoltage
92,EV_bus_7_iter_42,7,A,3.5927350364697292,Overvoltage
93,EV_bus_7_iter_43,7,C,4.265130749276905,Overvoltage
94,EV_bus_7_iter_44,7,B,2.9704708242019264,Overvoltage
95,EV_bus_7_iter_45,7,C,4.259769933280392,Overvoltage
96,EV_bus_7_iter_46,7,A,4.462617010419763,Overvoltage
97,EV_bus_7_iter_47,7,C,4.619823430242772,Overvoltage
98,EV_bus_7_iter_48,7,C,3.644063523435894,Overvoltage
99,EV_bus_7_iter_49,7,C,3.4544115749245172,Overvoltage
100,EV_bus_10_iter_0,10,C,2.509743539248197,Overvoltage
101,EV_bus_10_iter_1,10,B,3.8447797952631184,Overvoltage
102,EV_bus_10_iter_2,10,A,1.3250077276795356,Overvoltage
103,EV_bus_10_iter_3,10,A,2.3790401574971938,Overvoltage
104,EV_bus_10_iter_4,10,C,4.447839553251534,Overvoltage
105,EV_bus_10_iter_5,10,C,3.665524457011131,Overvoltage
106,EV_bus_10_iter_6,10,A,2.8134226644178244,Overvoltage
107,EV_bus_10_iter_7,10,A,4.230953640071663,Overvoltage
108,EV_bus_10_iter_8,10,C,4.408855356988431,Overvoltage
109,EV_bus_10_iter_9,10,C,4.4259052687133975,Overvoltage
110,EV_bus_10_iter_10,10,B,3.9157404425651574,Overvoltage
111,EV_bus_10_iter_11,10,C,3.9606111577983496,Overvoltage
112,EV_bus_10_iter_12,10,C,1.8797471338263554,Overvoltage
113,EV_bus_10_iter_13,10,B,3.254410959948472,Overvoltage
114,EV_bus_10_iter_14,10,A,2.975359291520648,Overvoltage
115,EV_bus_10_iter_15,10,C,3.0655013618985367,Overvoltage
116,EV_bus_10_iter_16,10,C,1.9780631225402203,Overvoltage
117,EV_bus_10_iter_17,10,C,4.097886085891179,Overvoltage
118,EV_bus_10_iter_18,10,A,2.7175330916210614,Overvoltage
119,EV_bus_10_iter_19,10,A,2.5648669036850515,Overvoltage
120,EV_bus_10_iter_20,10,A,1.3164924341574324,Overvoltage
121,EV_bus_10_iter_21,10,A,4.0975254798208,Overvoltage
122,EV_bus_10_iter_22,10,A,1.5058501266700692,Overvoltage
123,EV_bus_10_iter_23,10,B,4.259174273573409,Overvoltage
124,EV_bus_10_iter_24,10,C,2.6209215519742726,Overvoltage
125,EV_bus_10_iter_25,10,B,4.853785463488083,Overvoltage
126,EV_bus_10_iter_26,10,B,1.7460673568695668,Overvoltage
127,EV_bus_10_iter_27,10,A,3.5588667031747274,Overvoltage
128,EV_bus_10_iter_28,10,B,1.4983074085160335,Overvoltage
129,EV_bus_10_iter_29,10,B,2.212498114812205,Overvoltage
130,EV_bus_10_iter_30,10,B,3.753580245912965,Overvoltage
131,EV_bus_10_iter_31,10,B,4.239055961387129,Overvoltage
132,EV_bus_10_iter_32,10,B,3.68657236872744,Overvoltage
133,EV_bus_10_iter_33,10,B,4.278276767752084,Overvoltage
134,EV_bus_10_iter_34,10,C,3.6732504578430727,Overvoltage
135,EV_bus_10_iter_35,10,B,4.738496260234703,Overvoltage
136,EV_bus_10_iter_36,10,A,3.6588205815523644,Overvoltage
137,EV_bus_10_iter_37,10,C,1.917009235325549,Overvoltage
138,EV_bus_10_iter_38,10,A,3.634411688725031,Overvoltage
139,EV_bus_10_iter_39,10,C,3.783466468350455,Overvoltage
140,EV_bus_10_iter_40,10,B,4.575205355095926,Overvoltage
141,EV_bus_10_iter_41,10,B,2.92460855053809,Overvoltage
142,EV_bus_10_iter_42,10,C,4.406811204224563,Overvoltage
143,EV_bus_10_iter_43,10,A,2.9271427840237214,Overvoltage
144,EV_bus_10_iter_44,10,B,1.2236507127102692,Overvoltage
145,EV_bus_10_iter_45,10,B,2.5778807340339585,Overvoltage
146,EV_bus_10_iter_46,10,C,4.023803511239356,Overvoltage
147,EV_bus_10_iter_47,10,A,3.141908408042548,Overvoltage
148,EV_bus_10_iter_48,10,A,2.030476643011669,Overvoltage
149,EV_bus_10_iter_49,10,B,2.588282561184921,Overvoltage
