time,LOAD1,LOAD2,LOAD3,LOAD4,LOAD5,LOAD6,LOAD7,LOAD8,LOAD9,LOAD10,LOAD11,LOAD12,LOAD13,LOAD14,LOAD15,LOAD16,LOAD17,LOAD18,LOAD19,LOAD20,LOAD21,LOAD22,LOAD23,LOAD24,LOAD25,LOAD26,LOAD27,LOAD28,LOAD29,LOAD30,LOAD31,LOAD32,LOAD33,LOAD34,LOAD35,LOAD36,LOAD37,LOAD38,LOAD39,LOAD40,LOAD41,LOAD42,LOAD43,LOAD44,LOAD45,LOAD46,LOAD47,LOAD48,LOAD49,LOAD50,LOAD51,LOAD52,LOAD53,LOAD54,LOAD55
00:11:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,9.2e-05,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000247,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,8.5e-05,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00029,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000259,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:12:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000247,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,8.5e-05,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00040300000000000004,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000259,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:13:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000247,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,8.5e-05,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00040300000000000004,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:14:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000247,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,8.5e-05,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00046800000000000005,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000425,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:15:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000247,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,8.5e-05,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000408,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000425,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:16:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,8.5e-05,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000408,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000425,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:17:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.00223,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000185,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000408,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:18:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.00223,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000185,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000408,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:19:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.00223,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000185,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00034300000000000004,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:20:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00034300000000000004,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:21:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.00034300000000000004,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:22:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,5.9e-05,5.7e-05,4.9000000000000005e-05,0.000174,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000356,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:23:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.000191,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000356,5.4e-05,5.3e-05,5.3e-05,5.6e-05,5.7e-05,4.4999999999999996e-05,0.000161,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:24:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.00025100000000000003,5.6e-05,4.9000000000000005e-05,5.3e-05,0.000363,4.8e-05,4.9000000000000005e-05,0.000235,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000356,5.4e-05,5.3e-05,5.3e-05,5.6e-05,0.00025,0.000228,4.2999999999999995e-05,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000365,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:25:00,3.6e-05,4.4e-05,5.4e-05,0.00022700000000000002,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.00025100000000000003,5.6e-05,4.9000000000000005e-05,0.000223,0.00046300000000000003,4.8e-05,4.9000000000000005e-05,0.00038700000000000003,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,5.4e-05,0.000191,3.4000000000000007e-05,5.1e-05,0.000356,5.4e-05,5.3e-05,5.3e-05,5.6e-05,0.00025,0.000228,4.2999999999999995e-05,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000237,5e-05,2.9000000000000004e-05,5.3e-05,0.000199,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:26:00,3.6e-05,4.4e-05,5.4e-05,0.000231,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.00016900000000000002,5.6e-05,4.9000000000000005e-05,0.000223,0.00046300000000000003,4.8e-05,4.9000000000000005e-05,0.00038700000000000003,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,0.000266,0.000191,3.4000000000000007e-05,5.1e-05,0.000346,5.4e-05,5.3e-05,5.3e-05,5.6e-05,0.00025,0.000228,4.2999999999999995e-05,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000237,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:27:00,3.6e-05,4.4e-05,5.4e-05,0.000231,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.00016900000000000002,5.6e-05,4.9000000000000005e-05,0.000223,0.00046300000000000003,4.8e-05,4.9000000000000005e-05,0.000205,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,0.000266,0.000191,3.4000000000000007e-05,5.1e-05,0.000346,5.4e-05,5.3e-05,5.3e-05,5.6e-05,0.00025,0.000228,4.2999999999999995e-05,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000355,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:28:00,3.6e-05,4.4e-05,5.4e-05,0.000231,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.00016900000000000002,5.6e-05,4.9000000000000005e-05,0.000223,0.00046300000000000003,4.8e-05,4.9000000000000005e-05,0.000205,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,0.000266,0.000191,3.4000000000000007e-05,5.1e-05,0.000346,5.4e-05,5.3e-05,5.3e-05,5.6e-05,0.00025,0.000228,4.2999999999999995e-05,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000355,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,5.5e-05
00:29:00,3.6e-05,4.4e-05,5.4e-05,0.000231,3.5000000000000004e-05,5.2e-05,5.5e-05,4.2999999999999995e-05,0.00028100000000000005,5.7e-05,4.9000000000000005e-05,0.00026900000000000003,5.6e-05,4.9000000000000005e-05,0.000223,0.0005629999999999999,4.8e-05,4.9000000000000005e-05,0.000205,5.1e-05,4.4999999999999996e-05,5.4e-05,0.000125,0.000266,0.000191,3.4000000000000007e-05,5.1e-05,0.000346,5.4e-05,5.3e-05,5.3e-05,5.6e-05,0.00025,0.000228,4.2999999999999995e-05,5.5e-05,4.4999999999999996e-05,5.2e-05,4.8e-05,4.2999999999999995e-05,5.2e-05,0.000355,5e-05,2.9000000000000004e-05,5.3e-05,0.00015900000000000002,4.4999999999999996e-05,4.6e-05,0.000256,5.2e-05,5.3e-05,5.2e-05,4.7000000000000004e-05,4.8e-05,0.000174
